system:index,analysis_area_km2,buffer_radius_m,built_percent_5km2,lat,lon,pervious_percent_5km2,recharge_recommended,.geo
0,5,1262,0.0,36.725167990500985,73.67533701021539,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.67533701021539,36.725167990500985]}"
1,5,1262,0.0,36.725167990500985,73.72533723892948,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.72533723892948,36.725167990500985]}"
2,5,1262,0.0,36.725167990500985,73.77533746764358,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.77533746764358,36.725167990500985]}"
3,5,1262,0.0,36.725167990500985,73.82533769635766,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.82533769635766,36.725167990500985]}"
4,5,1262,0.0,36.77516821921508,73.67533701021539,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.67533701021539,36.77516821921508]}"
5,5,1262,0.0,36.77516821921508,73.72533723892948,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.72533723892948,36.77516821921508]}"
6,5,1262,0.0,36.77516821921508,73.77533746764358,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.77533746764358,36.77516821921508]}"
7,5,1262,0.0,36.77516821921508,73.82533769635766,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.82533769635766,36.77516821921508]}"
8,5,1262,0.0,36.82516844792917,73.67533701021539,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.67533701021539,36.82516844792917]}"
9,5,1262,0.0,36.82516844792917,73.72533723892948,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.72533723892948,36.82516844792917]}"
10,5,1262,0.0,36.82516844792917,73.77533746764358,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.77533746764358,36.82516844792917]}"
11,5,1262,0.0,23.8751092109792,67.5753091070961,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.5753091070961,23.8751092109792]}"
12,5,1262,0.0,24.075110125835568,67.525308878382,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.525308878382,24.075110125835568]}"
13,5,1262,0.0,24.075110125835568,67.67530956452428,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.67530956452428,24.075110125835568]}"
14,5,1262,0.0,24.075110125835568,67.72530979323838,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.72530979323838,24.075110125835568]}"
15,5,1262,7.798594676912425,24.125110354549662,67.62530933581019,92.20140532308757,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.62530933581019,24.125110354549662]}"
16,5,1262,2.0901843144472863,24.125110354549662,67.67530956452428,97.90981568555272,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.67530956452428,24.125110354549662]}"
17,5,1262,0.0,24.125110354549662,67.72530979323838,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.72530979323838,24.125110354549662]}"
18,5,1262,0.0,24.125110354549662,68.2753123090934,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.2753123090934,24.125110354549662]}"
19,5,1262,0.0,24.125110354549662,68.32531253780749,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.32531253780749,24.125110354549662]}"
20,5,1262,1.9972351065875527,24.175110583263756,67.525308878382,98.00276489341245,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.525308878382,24.175110583263756]}"
21,5,1262,4.106664725722068,24.175110583263756,67.5753091070961,95.89333527427793,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.5753091070961,24.175110583263756]}"
22,5,1262,8.038428650630111,24.175110583263756,67.62530933581019,91.96157134936989,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.62530933581019,24.175110583263756]}"
23,5,1262,7.678483799328355,24.175110583263756,67.67530956452428,92.32151620067165,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.67530956452428,24.175110583263756]}"
24,5,1262,5.798248715802669,24.175110583263756,67.72530979323838,94.20175128419733,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.72530979323838,24.175110583263756]}"
25,5,1262,0.0,24.175110583263756,67.97531093680884,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.97531093680884,24.175110583263756]}"
26,5,1262,4.648159022432603,24.175110583263756,68.02531116552294,95.35184097756739,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.02531116552294,24.175110583263756]}"
27,5,1262,1.328565021680017,24.175110583263756,68.07531139423702,98.67143497831998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.07531139423702,24.175110583263756]}"
28,5,1262,0.0,24.175110583263756,68.12531162295112,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.12531162295112,24.175110583263756]}"
29,5,1262,0.0,24.175110583263756,68.2753123090934,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.2753123090934,24.175110583263756]}"
30,5,1262,0.0,24.175110583263756,68.32531253780749,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.32531253780749,24.175110583263756]}"
31,5,1262,0.0,24.175110583263756,68.37531276652157,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.37531276652157,24.175110583263756]}"
32,5,1262,0.0,24.175110583263756,68.42531299523567,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.42531299523567,24.175110583263756]}"
33,5,1262,0.0,24.175110583263756,68.47531322394977,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.47531322394977,24.175110583263756]}"
34,5,1262,0.0,24.175110583263756,68.52531345266385,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.52531345266385,24.175110583263756]}"
35,5,1262,0.0,24.175110583263756,69.72531894180209,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.72531894180209,24.175110583263756]}"
36,5,1262,0.010181986030315159,24.175110583263756,69.77531917051617,99.98981801396968,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.77531917051617,24.175110583263756]}"
37,5,1262,0.17358116898542086,24.175110583263756,69.82531939923027,99.82641883101458,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.82531939923027,24.175110583263756]}"
38,5,1262,0.0,24.175110583263756,69.87531962794436,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.87531962794436,24.175110583263756]}"
39,5,1262,0.0,24.175110583263756,69.92531985665845,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.92531985665845,24.175110583263756]}"
40,5,1262,0.0,24.175110583263756,69.97532008537254,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.97532008537254,24.175110583263756]}"
41,5,1262,0.0,24.175110583263756,70.02532031408664,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.02532031408664,24.175110583263756]}"
42,5,1262,8.419375409843768,24.225110811977846,67.5753091070961,91.58062459015623,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.5753091070961,24.225110811977846]}"
43,5,1262,1.4201284055924257,24.225110811977846,67.62530933581019,98.57987159440758,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.62530933581019,24.225110811977846]}"
44,5,1262,4.198241537039716,24.225110811977846,67.67530956452428,95.80175846296028,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.67530956452428,24.225110811977846]}"
45,5,1262,4.395301559758881,24.225110811977846,67.72530979323838,95.60469844024112,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.72530979323838,24.225110811977846]}"
46,5,1262,3.3423988302311476,24.225110811977846,67.77531002195246,96.65760116976885,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.77531002195246,24.225110811977846]}"
47,5,1262,0.8908383747649218,24.225110811977846,67.82531025066656,99.10916162523507,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.82531025066656,24.225110811977846]}"
48,5,1262,0.0,24.225110811977846,67.87531047938066,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.87531047938066,24.225110811977846]}"
49,5,1262,0.0,24.225110811977846,68.02531116552294,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.02531116552294,24.225110811977846]}"
50,5,1262,0.6694352285362778,24.225110811977846,68.07531139423702,99.33056477146373,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.07531139423702,24.225110811977846]}"
51,5,1262,7.339194728367869,24.225110811977846,68.12531162295112,92.66080527163213,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.12531162295112,24.225110811977846]}"
52,5,1262,0.21424518081612298,24.225110811977846,68.17531185166521,99.78575481918388,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.17531185166521,24.225110811977846]}"
53,5,1262,0.05053032066937817,24.225110811977846,68.2253120803793,99.94946967933062,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.2253120803793,24.225110811977846]}"
54,5,1262,0.0,24.225110811977846,68.2753123090934,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.2753123090934,24.225110811977846]}"
55,5,1262,0.0,24.225110811977846,68.32531253780749,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.32531253780749,24.225110811977846]}"
56,5,1262,0.20711860024637688,24.225110811977846,68.37531276652157,99.79288139975363,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.37531276652157,24.225110811977846]}"
57,5,1262,0.0,24.225110811977846,68.42531299523567,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.42531299523567,24.225110811977846]}"
58,5,1262,0.0,24.225110811977846,68.47531322394977,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.47531322394977,24.225110811977846]}"
59,5,1262,0.0,24.225110811977846,68.52531345266385,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.52531345266385,24.225110811977846]}"
60,5,1262,0.0,24.225110811977846,68.57531368137795,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.57531368137795,24.225110811977846]}"
61,5,1262,0.0,24.225110811977846,68.62531391009205,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.62531391009205,24.225110811977846]}"
62,5,1262,0.0,24.225110811977846,69.67531871308799,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.67531871308799,24.225110811977846]}"
63,5,1262,0.0,24.225110811977846,69.72531894180209,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.72531894180209,24.225110811977846]}"
64,5,1262,0.0,24.225110811977846,69.77531917051617,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.77531917051617,24.225110811977846]}"
65,5,1262,0.0,24.225110811977846,69.82531939923027,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.82531939923027,24.225110811977846]}"
66,5,1262,0.0,24.225110811977846,69.87531962794436,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.87531962794436,24.225110811977846]}"
67,5,1262,0.0,24.225110811977846,69.92531985665845,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.92531985665845,24.225110811977846]}"
68,5,1262,0.0,24.225110811977846,69.97532008537254,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.97532008537254,24.225110811977846]}"
69,5,1262,0.0,24.225110811977846,70.02532031408664,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.02532031408664,24.225110811977846]}"
70,5,1262,0.0,24.225110811977846,70.07532054280072,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.07532054280072,24.225110811977846]}"
71,5,1262,0.3235928887943367,24.225110811977846,70.72532351608393,99.67640711120566,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.72532351608393,24.225110811977846]}"
72,5,1262,0.21627984633083935,24.225110811977846,70.77532374479803,99.78372015366917,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.77532374479803,24.225110811977846]}"
73,5,1262,7.5227265151406915,24.27511104069194,67.5753091070961,92.47727348485931,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.5753091070961,24.27511104069194]}"
74,5,1262,3.539363604459743,24.27511104069194,67.62530933581019,96.46063639554026,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.62530933581019,24.27511104069194]}"
75,5,1262,12.678407954857665,24.27511104069194,67.67530956452428,87.32159204514234,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.67530956452428,24.27511104069194]}"
76,5,1262,7.041231313050125,24.27511104069194,67.72530979323838,92.95876868694988,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.72530979323838,24.27511104069194]}"
77,5,1262,6.873067298402162,24.27511104069194,67.77531002195246,93.12693270159784,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.77531002195246,24.27511104069194]}"
78,5,1262,11.544991768280672,24.27511104069194,67.82531025066656,88.45500823171933,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.82531025066656,24.27511104069194]}"
79,5,1262,0.9935202565576663,24.27511104069194,67.87531047938066,99.00647974344233,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.87531047938066,24.27511104069194]}"
80,5,1262,13.012085015896316,24.27511104069194,67.92531070809474,86.98791498410368,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.92531070809474,24.27511104069194]}"
81,5,1262,2.621876525544441,24.27511104069194,67.97531093680884,97.37812347445556,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.97531093680884,24.27511104069194]}"
82,5,1262,0.0,24.27511104069194,68.02531116552294,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.02531116552294,24.27511104069194]}"
83,5,1262,0.23550119980068981,24.27511104069194,68.07531139423702,99.7644988001993,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.07531139423702,24.27511104069194]}"
84,5,1262,5.096434236318421,24.27511104069194,68.12531162295112,94.90356576368158,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.12531162295112,24.27511104069194]}"
85,5,1262,1.4663623045860368,24.27511104069194,68.17531185166521,98.53363769541396,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.17531185166521,24.27511104069194]}"
86,5,1262,3.4023708556959598,24.27511104069194,68.2253120803793,96.59762914430404,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.2253120803793,24.27511104069194]}"
87,5,1262,3.320327141593365,24.27511104069194,68.2753123090934,96.67967285840663,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.2753123090934,24.27511104069194]}"
88,5,1262,0.009899131315151546,24.27511104069194,68.32531253780749,99.99010086868485,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.32531253780749,24.27511104069194]}"
89,5,1262,3.01919766853913,24.27511104069194,68.37531276652157,96.98080233146086,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.37531276652157,24.27511104069194]}"
90,5,1262,0.2741379967168375,24.27511104069194,68.42531299523567,99.72586200328317,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.42531299523567,24.27511104069194]}"
91,5,1262,0.0,24.27511104069194,68.47531322394977,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.47531322394977,24.27511104069194]}"
92,5,1262,0.0,24.27511104069194,68.52531345266385,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.52531345266385,24.27511104069194]}"
93,5,1262,0.0,24.27511104069194,68.57531368137795,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.57531368137795,24.27511104069194]}"
94,5,1262,0.0,24.27511104069194,68.97531551109068,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.97531551109068,24.27511104069194]}"
95,5,1262,0.0,24.27511104069194,69.02531573980478,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.02531573980478,24.27511104069194]}"
96,5,1262,0.0,24.27511104069194,69.07531596851888,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.07531596851888,24.27511104069194]}"
97,5,1262,0.0,24.27511104069194,69.12531619723296,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.12531619723296,24.27511104069194]}"
98,5,1262,0.1490280384836499,24.27511104069194,69.17531642594706,99.85097196151635,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.17531642594706,24.27511104069194]}"
99,5,1262,0.0,24.27511104069194,69.22531665466116,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.22531665466116,24.27511104069194]}"
100,5,1262,0.0,24.27511104069194,69.27531688337525,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.27531688337525,24.27511104069194]}"
101,5,1262,4.379471987624595,24.27511104069194,69.32531711208934,95.6205280123754,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.32531711208934,24.27511104069194]}"
102,5,1262,3.2643039050301317,24.27511104069194,69.37531734080343,96.73569609496987,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.37531734080343,24.27511104069194]}"
103,5,1262,7.198899275666239,24.27511104069194,69.42531756951753,92.80110072433376,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.42531756951753,24.27511104069194]}"
104,5,1262,1.6532843244703426,24.27511104069194,69.47531779823161,98.34671567552965,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.47531779823161,24.27511104069194]}"
105,5,1262,2.037941296175971,24.27511104069194,69.52531802694571,97.96205870382403,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.52531802694571,24.27511104069194]}"
106,5,1262,0.0,24.27511104069194,69.62531848437389,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.62531848437389,24.27511104069194]}"
107,5,1262,0.016515380299640506,24.27511104069194,69.67531871308799,99.98348461970036,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.67531871308799,24.27511104069194]}"
108,5,1262,0.0,24.27511104069194,69.72531894180209,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.72531894180209,24.27511104069194]}"
109,5,1262,0.0,24.27511104069194,69.77531917051617,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.77531917051617,24.27511104069194]}"
110,5,1262,1.5060749064091967,24.27511104069194,69.82531939923027,98.4939250935908,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.82531939923027,24.27511104069194]}"
111,5,1262,0.0,24.27511104069194,69.87531962794436,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.87531962794436,24.27511104069194]}"
112,5,1262,0.0,24.27511104069194,69.92531985665845,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.92531985665845,24.27511104069194]}"
113,5,1262,0.13798894443399856,24.27511104069194,69.97532008537254,99.862011055566,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.97532008537254,24.27511104069194]}"
114,5,1262,0.0,24.27511104069194,70.02532031408664,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.02532031408664,24.27511104069194]}"
115,5,1262,0.0,24.27511104069194,70.07532054280072,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.07532054280072,24.27511104069194]}"
116,5,1262,0.3119884489020337,24.27511104069194,70.62532305865575,99.68801155109797,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.62532305865575,24.27511104069194]}"
117,5,1262,1.5593289604011824,24.27511104069194,70.67532328736984,98.44067103959881,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.67532328736984,24.27511104069194]}"
118,5,1262,2.718450748877726,24.27511104069194,70.72532351608393,97.28154925112227,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.72532351608393,24.27511104069194]}"
119,5,1262,2.6915522428916585,24.27511104069194,70.77532374479803,97.30844775710834,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.77532374479803,24.27511104069194]}"
120,5,1262,0.0,24.27511104069194,70.82532397351211,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.82532397351211,24.27511104069194]}"
121,5,1262,0.0,24.27511104069194,70.87532420222621,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.87532420222621,24.27511104069194]}"
122,5,1262,4.476395435124461,24.325111269406033,67.62530933581019,95.52360456487554,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.62530933581019,24.325111269406033]}"
123,5,1262,6.516471033699359,24.325111269406033,67.67530956452428,93.48352896630064,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.67530956452428,24.325111269406033]}"
124,5,1262,6.268175367463277,24.325111269406033,67.72530979323838,93.73182463253673,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.72530979323838,24.325111269406033]}"
125,5,1262,5.480953191815907,24.325111269406033,67.77531002195246,94.5190468081841,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.77531002195246,24.325111269406033]}"
126,5,1262,6.134742647748224,24.325111269406033,67.82531025066656,93.86525735225177,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.82531025066656,24.325111269406033]}"
127,5,1262,1.5430287907268716,24.325111269406033,67.87531047938066,98.45697120927314,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.87531047938066,24.325111269406033]}"
128,5,1262,0.7099042570454916,24.325111269406033,67.92531070809474,99.2900957429545,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.92531070809474,24.325111269406033]}"
129,5,1262,5.636755682167729,24.325111269406033,67.97531093680884,94.36324431783227,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.97531093680884,24.325111269406033]}"
130,5,1262,2.6873222765136724,24.325111269406033,68.02531116552294,97.31267772348633,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.02531116552294,24.325111269406033]}"
131,5,1262,10.715192398622275,24.325111269406033,68.07531139423702,89.28480760137772,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.07531139423702,24.325111269406033]}"
132,5,1262,0.7318072509695644,24.325111269406033,68.12531162295112,99.26819274903043,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.12531162295112,24.325111269406033]}"
133,5,1262,2.1776744018319185,24.325111269406033,68.17531185166521,97.82232559816808,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.17531185166521,24.325111269406033]}"
134,5,1262,3.9532823863492514,24.325111269406033,68.2253120803793,96.04671761365074,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.2253120803793,24.325111269406033]}"
135,5,1262,1.7764577427848773,24.325111269406033,68.2753123090934,98.22354225721513,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.2753123090934,24.325111269406033]}"
136,5,1262,3.7197312191982292,24.325111269406033,68.32531253780749,96.28026878080178,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.32531253780749,24.325111269406033]}"
137,5,1262,4.342723250182856,24.325111269406033,68.37531276652157,95.65727674981714,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.37531276652157,24.325111269406033]}"
138,5,1262,0.017410432556210678,24.325111269406033,68.42531299523567,99.9825895674438,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.42531299523567,24.325111269406033]}"
139,5,1262,0.0901172952867897,24.325111269406033,68.47531322394977,99.90988270471321,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.47531322394977,24.325111269406033]}"
140,5,1262,0.0,24.325111269406033,68.52531345266385,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.52531345266385,24.325111269406033]}"
141,5,1262,0.0,24.325111269406033,68.8253148249484,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.8253148249484,24.325111269406033]}"
142,5,1262,0.9057710229037705,24.325111269406033,68.8753150536625,99.09422897709624,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.8753150536625,24.325111269406033]}"
143,5,1262,0.0,24.325111269406033,68.9253152823766,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.9253152823766,24.325111269406033]}"
144,5,1262,0.0,24.325111269406033,68.97531551109068,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.97531551109068,24.325111269406033]}"
145,5,1262,0.8147323867537125,24.325111269406033,69.02531573980478,99.18526761324628,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.02531573980478,24.325111269406033]}"
146,5,1262,4.0858977491684945,24.325111269406033,69.07531596851888,95.9141022508315,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.07531596851888,24.325111269406033]}"
147,5,1262,7.831614878131066,24.325111269406033,69.12531619723296,92.16838512186894,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.12531619723296,24.325111269406033]}"
148,5,1262,4.5224211608157106,24.325111269406033,69.17531642594706,95.47757883918429,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.17531642594706,24.325111269406033]}"
149,5,1262,0.40071363954654143,24.325111269406033,69.22531665466116,99.59928636045346,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.22531665466116,24.325111269406033]}"
150,5,1262,10.912185097620396,24.325111269406033,69.27531688337525,89.0878149023796,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.27531688337525,24.325111269406033]}"
151,5,1262,12.279027117815746,24.325111269406033,69.32531711208934,87.72097288218426,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.32531711208934,24.325111269406033]}"
152,5,1262,0.8273553844597119,24.325111269406033,69.37531734080343,99.17264461554029,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.37531734080343,24.325111269406033]}"
153,5,1262,4.353668343520675,24.325111269406033,69.42531756951753,95.64633165647932,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.42531756951753,24.325111269406033]}"
154,5,1262,2.866927226695952,24.325111269406033,69.47531779823161,97.13307277330405,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.47531779823161,24.325111269406033]}"
155,5,1262,2.2652827503270934,24.325111269406033,69.52531802694571,97.73471724967291,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.52531802694571,24.325111269406033]}"
156,5,1262,3.924270962943684,24.325111269406033,69.57531825565981,96.07572903705632,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.57531825565981,24.325111269406033]}"
157,5,1262,4.794550236804026,24.325111269406033,69.62531848437389,95.20544976319597,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.62531848437389,24.325111269406033]}"
158,5,1262,0.5866825336723105,24.325111269406033,69.67531871308799,99.41331746632768,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.67531871308799,24.325111269406033]}"
159,5,1262,6.916666492370174,24.325111269406033,69.72531894180209,93.08333350762983,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.72531894180209,24.325111269406033]}"
160,5,1262,2.874292775289429,24.325111269406033,69.77531917051617,97.12570722471057,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.77531917051617,24.325111269406033]}"
161,5,1262,0.6970290385853112,24.325111269406033,69.82531939923027,99.30297096141469,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.82531939923027,24.325111269406033]}"
162,5,1262,0.016552156277165487,24.325111269406033,69.87531962794436,99.98344784372283,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.87531962794436,24.325111269406033]}"
163,5,1262,0.13810064730170757,24.325111269406033,69.92531985665845,99.86189935269829,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.92531985665845,24.325111269406033]}"
